"post_id","name","cluster","x","y","z"
"6980","drive someone up the wall","63","12.873878480","-20.359073640","22.312616350"
"6982","drive the porcelain bus","30","40.452171330","-8.424654007","25.339674000"
"6984","drool bucket","41","-2.938780308","-13.382802010","42.758304600"
"6986","drop a bollock","30","39.490100860","-10.886168480","12.539443970"
"6988","drop a bomb","76","38.967525480","-12.381827350","9.431926727"
"6990","drop a bombshell","76","37.950901030","-12.966820720","9.100388527"
"6992","drop a brick","30","37.576042180","-10.765383720","12.551317210"
"6994","drop a dime","2","22.932001110","-2.279335499","-46.707931520"
"6996","drop a hint","2","-0.045648456","5.550453663","-19.530229570"
"6998","drop a log","30","40.817028050","-13.529557230","14.043606760"
"7000","drop in","39","-12.290143970","10.763789180","-26.458902360"
"7002","drop in the bucket","8","27.621864320","13.287276270","-8.714064598"
"7004","drop in the ocean","8","26.705207820","13.322098730","-7.503751755"
"7006","drop in the pond","32","28.075883870","14.295517920","-6.808484554"
"7008","drop in the sea","8","26.750320430","14.314218520","-7.638862610"
"7010","drop off","11","-13.620609280","-18.816743850","-0.343852341"
"7012","drop off the hooks","11","-15.136374470","-17.398998260","-0.581414580"
"7014","drop off the radar","83","-11.849932670","11.797549250","8.739259720"
"7016","drop out","11","-12.505656240","-19.908132550","-1.022298932"
"7018","drop someone a line","2","-6.277894497","17.880710600","-14.929668430"
"7020","drop the ball","11","-12.279738430","-15.355628010","-0.877459347"
"7022","drop the bomb","76","39.070613860","-13.477191930","9.725383759"
"7024","drop the f-bomb","30","41.108268740","-12.359558110","11.390606880"
"7026","drop the gloves","48","11.731616020","-38.123817440","-2.038142920"
"7028","drop the mic","11","-31.105133060","0.963729978","-38.861213680"
"7030","drop the topic","11","-12.696639060","-18.486398700","-2.521540165"
"7032","drop the writ","11","-10.610169410","-18.857259750","-1.030338526"
"7034","drop trow","30","38.252693180","-13.509900090","13.807384490"
"7036","drown out","78","-38.795284270","8.201892853","21.468971250"
"7038","drown the miller","28","22.245559690","-47.792919160","-10.101819990"
"7040","drug of choice","41","-3.380459547","3.935005188","41.653804780"
"7042","drug on the market","60","-5.325684547","4.856629372","42.497276310"
"7044","drum up","59","-31.704643250","-8.191975594","-17.059209820"
"7046","dry behind the ears","64","-3.637501240","20.008966450","37.467636110"
"7048","dry eye","80","11.895319940","-2.372809887","19.389301300"
"7050","dry one's eyes","58","12.944292070","-2.379373312","19.312826160"
"7052","dry out","54","-18.557010650","-34.867542270","30.660520550"
"7054","dry run","7","-39.718620300","-25.660770420","-20.650596620"
"7056","dry up and blow away","78","4.477948666","-13.477237700","25.879138950"
"7058","duck down","54","-3.404096365","-27.025066380","9.451708794"
"7060","duck out","81","-15.111389160","-23.448936460","-7.939906120"
"7062","duck soup","26","4.823226452","3.950275898","20.249418260"
"7064","due course","22","-22.983980180","1.971701860","-31.305124280"
"7066","dumb as a post","60","15.427508350","3.811396599","33.670787810"
"7068","dumb down","54","-9.540519714","-30.824596410","17.213407520"
"7070","dumb luck","84","1.198666692","26.514965060","-3.377984524"
"7072","dumb shit","42","16.083011630","2.945730448","33.029487610"
"7074","dummy run","15","-39.497142790","-25.201671600","-20.054052350"
"7076","dummy spit","4","18.613559720","-5.880294800","27.449474330"
"7078","dump one's load","30","-7.739356518","-31.841337200","31.901891710"
"7080","Dunkirk spirit","37","-30.886356350","-13.968843460","32.737182620"
"7082","durance vile","64","5.254059315","38.857978820","10.808039670"
"7084","dust mouse","60","-15.629632000","12.376277920","22.105716710"
"7086","dust off a batter","48","6.327744484","-33.756431580","24.836339950"
"7088","dust settles","27","-23.061294560","-11.148874280","-38.466144560"
"7090","dusty miller","60","-28.992237090","30.441043850","-4.356259823"
"7092","Dutch courage","41","0.864790916","4.389522552","50.226623540"
"7094","Dutch reckoning","73","21.132652280","1.377439499","-29.606010440"
"7096","duty calls","16","11.321870800","0.541956007","-51.902229310"
"7098","dwarf standing on the shoulders of giants","0","-39.938491820","-21.853389740","20.901613240"
"7100","dyed in the wool","6","-34.223243710","-6.856213570","29.637857440"
"7102","dyed-in-the-wool","6","-34.369552610","-7.076399326","28.948024750"
"7104","dying breed","3","-16.892873760","18.718914030","19.456457140"
"7106","dying quail","3","-15.458675380","18.357406620","24.274700160"
"7108","dynamite charge","85","-3.634321451","-1.315760136","35.291542050"
"7110","eager beaver","85","-29.700853350","14.198463440","10.741107940"
"7112","eagle eye","20","-6.199771404","9.023023605","-0.523230910"
"7114","early bath","64","-1.180861473","-23.684984210","37.249343870"
"7116","early bird","51","-41.791622160","18.618532180","7.066192150"
"7118","earn one's crust","73","18.476335530","-16.306959150","-37.182952880"
"7120","earn one's keep","29","18.765668870","-16.041025160","-36.449787140"
"7122","ears are burning","4","11.286062240","-6.937499523","10.441337590"
"7124","ear to the ground","89","-8.664774895","9.075336456","-7.230707169"
"7126","ear tunnel","80","-6.298478603","10.177085880","-9.719653130"
"7128","easier said than done","49","6.597554684","5.296784401","-25.118093490"
"7130","easy come, easy go","24","6.561233997","5.924978256","-28.925922390"
"7132","easy does it","15","-39.813774110","-0.101187430","-2.867211819"
"7134","easy on the eye","20","14.030201910","11.834252360","26.152658460"
"7136","easy on the eyes","20","13.842482570","11.180967330","26.497661590"
"7138","easy pickings","26","6.494538784","7.055668354","-28.326326370"
"7140","easy street","0","6.306433201","5.334731102","-31.198560710"
"7142","eat one's young","41","20.647295000","-20.987127300","4.490592003"
"7144","eat, breathe, and sleep","41","-45.263072970","8.236344337","9.814962387"
"7146","eat and leave no crumbs","26","28.746355060","-3.540438652","-30.350381850"
"7148","eat an elephant one bite at a time","49","28.476341250","-25.927135470","0.332967490"
"7150","eat crow","82","25.435728070","-19.488960270","-5.162914276"
"7152","eat dirt","82","25.355056760","-20.981340410","-2.729387283"
"7154","eat for two","41","25.587980270","-26.373781200","2.808543921"
"7156","eat humble pie","82","26.428161620","-19.879791260","-6.299603462"
"7158","eat it","82","26.787874220","-20.930511470","-3.209884167"
"7160","eat my shorts","4","36.282520290","7.055584908","11.507264140"
"7162","eat one's cake and have it too","46","16.353824620","5.965744495","-42.572231290"
"7164","eat one's feelings","41","22.597856520","-21.537366870","3.150748491"
"7166","eat one's gun","3","19.737024310","-22.490571980","3.088854074"
"7168","eat one's hat","33","18.505756380","-23.814788820","0.872186184"
"7170","eat one's head off","48","19.671384810","-24.677904130","5.109280109"
"7172","eat one's heart out","63","22.819519040","-22.574497220","0.966210186"
"7174","eat one's own","29","21.171487810","-20.833492280","3.197014809"
"7176","eat one's own dog food","41","20.798023220","-19.862335210","2.186367512"
"7178","eat one's seed corn","79","20.172096250","-19.731740950","5.912510872"
"7180","eat one's Wheaties","29","-27.069309230","-32.510196690","-5.235540867"
"7182","eat out of someone's hand","9","15.273620610","-25.947437290","-8.139188766"
"7184","eat shit","4","36.494838710","6.904084682","13.726768490"
"7186","eat someone out of house and home","41","21.571092610","-25.611173630","2.582416296"
"7188","eat someone's dust","48","23.865087510","-23.087455750","-2.351667881"
"7190","eat someone's lunch","48","23.306932450","-22.557926180","-0.970497787"
"7192","eat the mic","30","30.149566650","-15.813930510","-7.543695450"
"7194","eat the rich","79","23.468046190","-20.500808720","-1.024778485"
"7196","economical with the truth","61","22.952262880","0.956864834","-10.402368550"
"7198","edge of the earth","88","-10.021590230","43.558376310","3.282743216"
"7200","edge of the world","88","-9.828018188","44.443893430","3.389052153"
"7202","edge out","46","2.063853502","-3.685989380","0.750156879"
"7204","effluxion of time","64","-33.598373410","8.276187897","-10.763954160"
"7206","egg on","39","-19.200773240","8.133083344","-22.763666150"
"7208","elbow grease","49","-14.019918440","-22.018444060","31.659742360"
"7210","elbow mentality","37","15.529100420","-33.669143680","28.393619540"
"7212","electronic superhighway","7","0.354103625","-7.546543121","-51.291946410"
"7214","element of surprise","17","19.901405330","22.716711040","6.727368355"
"7216","elephant in the room","18","46.504764560","5.164267540","-29.121063230"
"7218","eleventh hour","22","-24.504648210","25.154891970","-25.901176450"
"7220","Elvis has left the building","11","-18.520788190","-26.026273730","-18.278888700"
"7222","Elysian Fields","86","2.205839872","39.269847870","17.361507420"
"7224","embarrassment of riches","79","38.707996370","-2.859534264","-18.786376950"
"7226","éminence grise","87","5.914488316","20.343084340","38.364231110"
"7228","emotional cripple","80","10.811164860","-9.922777176","46.561149600"
"7230","emperor's new clothes","61","33.975440980","1.977263212","-9.938676834"
"7232","empty the clip","78","-10.458953860","2.919270754","-45.945476530"
"7234","empty the tank","85","-11.516977310","3.074045181","-45.739978790"
"7236","end of","38","-13.432127950","24.495777130","-25.947504040"
"7238","end of the line","38","-11.005715370","25.522920610","-26.222465520"
"7240","end of the world","38","-13.306613920","25.268810270","-24.701314930"
"7242","engine room","19","-25.209346770","-6.500081062","0.306441039"
"7244","enough to choke a horse","41","25.693000790","-24.965396880","7.154242039"
"7246","enough to make a cat laugh","26","19.181161880","-0.596104562","13.004518510"
"7248","enough to make the angels weep","63","17.318359380","-0.841056287","13.534802440"
"7250","enter on the boards","39","-19.733993530","-24.309093480","-31.710401540"
"7252","err on the side of","33","14.052874570","-13.276612280","-26.132600780"
"7254","err on the side of caution","33","13.761122700","-12.667638780","-25.923484800"
"7256","escape fire","81","-9.673186302","-4.235271454","30.989177700"
"7258","esprit de corps","6","-31.791397090","-14.078849790","33.391578670"
"7260","eternal sleep","58","-48.117889400","10.448691370","8.188055992"
"7262","eternal triangle","72","48.875301360","1.982528806","-3.379952192"
"7264","e-thumb","7","14.638985630","18.943704610","0.758211970"
"7266","E ticket","72","5.800336361","18.330848690","14.530109410"
"7268","eureka moment","43","-22.508682250","43.525478360","-9.021084785"
"7270","Evel Knievel","72","9.652562141","10.935182570","52.935832980"
"7272","even keel","27","-24.865293500","-3.839070797","21.634544370"
"7274","even money","69","14.756366730","0.118082322","-32.115463260"
"7276","even the score","46","8.319463730","-1.081030488","-2.729275942"
"7278","ever after","38","-14.340795520","26.431138990","-19.036476140"
"7280","everlasting staircase","38","-15.578672410","28.173738480","-18.311344150"
"7282","every bit","21","12.375748630","23.996482850","-30.569570540"
"7284","everybody and his cousin","21","25.285766600","32.810073850","20.752819060"
"7286","everybody and his mother","21","24.061000820","31.311328890","20.228811260"
"7288","everybody and their brother","21","23.372043610","34.028495790","20.845188140"
"7290","everybody and their dog","21","24.480907440","33.228412630","18.845041280"
"7292","everybody who is anybody","21","8.709191322","23.176832200","29.223690030"
"7294","every inch","21","12.238010410","24.423641200","-29.076953890"
"7296","every last","21","10.969257350","22.678472520","-28.252958300"
"7298","every man Jack","21","20.314014430","34.871341710","20.440786360"
"7300","every old nook and cranny","88","25.820648190","10.421666150","-43.184215550"
"7302","everyone and his brother","21","24.171556470","35.149330140","21.503540040"
"7304","everyone and his mother","21","22.925312040","31.394512180","21.062362670"
"7306","everyone and their brother","21","23.913415910","33.257045750","21.824357990"
"7308","everyone and their mother","21","22.689147950","31.721424100","19.848091130"
"7310","everything and the kitchen sink","21","20.209156040","16.014825820","-12.754019740"
"7312","everything but the kitchen sink","21","20.791646960","16.416816710","-12.553343770"
"7314","everything in the garden is rosy","86","25.562576290","0.026948182","-38.699234010"
"7316","everything one touches turns to gold","0","5.646337509","15.749515530","-9.955196381"
"7318","everything one touches turns to shit","10","5.758715630","14.674606320","-10.225042340"
"7320","every time","45","-25.161285400","32.071865080","-13.334289550"
"7322","every which where","75","-9.756006241","40.509803770","-2.830989361"
"7324","every woman Jill","23","19.001342770","33.784828190","20.318662640"
"7326","evil twin","74","29.848503110","16.558130260","0.550617933"
"7328","excess baggage","60","-12.772082330","-19.887737270","39.254161830"
"7330","exchange contracts","16","-19.381841660","3.263447762","-49.159584050"
"7332","exchange flesh","36","54.575412750","-5.612802982","-6.919183731"
"7334","exchange of contracts","16","-19.419193270","2.751573563","-48.611133580"
"7336","execution-style","48","10.269857410","19.980010990","-16.637699130"
"7338","exit stage left","57","-20.537746430","-20.184381480","-35.690670010"
"7340","expose oneself","66","21.206541060","-4.112097263","-4.387596607"
"7342","express elevator","24","-31.591253280","0.927990496","-27.808958050"
"7344","extract the urine","30","31.087440490","-0.651292145","13.846243860"
"7346","extra pair of hands","71","8.457271576","-29.076192860","-15.458487510"
"7348","eye of the beholder","62","1.252284408","11.484564780","-1.866754770"
"7350","eyeblink","43","-38.156509400","6.411442757","-22.865186690"
"7352","eye for an eye","79","6.995893478","-3.984454870","-0.472713947"
"7354","eye for an eye, a tooth for a tooth","79","7.500582218","-3.686257362","0.149189249"
"7356","eye of the storm","18","-23.831329350","3.670781374","21.281017300"
"7358","eye-opener","62","-2.489224195","14.501785280","-4.442769051"
"7360","eye sex","36","-2.765203238","8.501200676","1.786286116"
"7362","eyes on the prize","20","-9.115659714","11.154389380","-1.131515741"
"7364","eye up","20","-3.288551569","10.523204800","0.842627645"
"7366","face facts","82","1.381380200","-12.057597160","-2.248831272"
"7368","face down","82","1.264497042","-11.233531000","-0.651010692"
"7370","faceless bureaucrat","74","14.314902310","32.743015290","33.272296910"
"7372","face that would stop a clock","60","20.154296880","10.291172980","28.079084400"
"7374","face the music","82","1.049967527","-12.059343340","-3.217981100"
"7376","face value","62","1.551880360","16.891204830","-16.838523860"
"7378","fact is","47","20.530872340","30.765321730","-16.941282270"
"7380","factor in","16","-3.008428097","-5.500356674","-30.579854970"
"7382","factor space","19","-4.087102413","-5.736287117","-31.846956250"
"7384","facts on the ground","7","15.936976430","34.057041170","-33.242809300"
"7386","fade out","11","-14.475595470","19.892057420","17.842884060"
"7388","fail at life","78","-7.742468357","-10.396258350","24.888526920"
"7390","fair and square","12","18.204755780","4.186162472","-21.108026500"
"7392","fair enough","27","7.830457211","26.041702270","-15.983551030"
"7394","fair game","26","18.550300600","3.168701649","-22.139671330"
"7396","fair-haired boy","23","18.255590440","18.956504820","24.360090260"
"7398","fair sex","23","26.905494690","21.426864620","30.559553150"
"7400","fair shake","33","18.172758100","2.575450182","-23.688619610"
"7402","fair share","73","17.162359240","3.743494749","-25.483840940"
"7404","fair to middling","26","19.278804780","12.248874660","-33.365669250"
"7406","fair weather fan","23","-18.739749910","30.626710890","35.959358220"
"7408","fair-weather friend","23","-17.963298800","30.414751050","35.473125460"
"7410","fall seven times, stand up eight","53","-29.422761920","-13.651458740","18.565366740"
"7412","fall apart","78","2.418125868","-19.246107100","24.327461240"
"7414","fall around","10","20.079809190","-4.274614334","19.251575470"
"7416","fall asleep","58","-51.679233550","6.312080383","7.128416061"
"7418","fall at the last hurdle","1","-21.838882450","26.443332670","-23.707042690"
"7420","fall behind","15","-33.991321560","10.614348410","-2.860396147"
"7422","fall between the cracks","83","-7.873907566","3.021480799","14.649703980"
"7424","fall between two stools","1","-6.828961849","2.413243055","15.695003510"
"7426","fall by the wayside","83","-6.756300449","6.895989418","13.842328070"
"7428","fall for","61","7.609572887","-18.567312240","-3.251502037"
"7430","fall foul","28","6.304887295","-17.420963290","1.606291413"
"7432","fall from grace","32","4.288242817","-18.011787410","2.259118319"
"7434","falling out","11","6.996146679","-17.176269530","4.309641361"
"7436","fall in line","16","-13.393010140","-9.364961624","-38.005390170"
"7438","fall into","39","6.537868977","-20.403409960","-4.895032883"
"7440","fall into a trap","10","8.219029427","-20.301134110","-4.783007622"
"7442","fall into one's lap","84","6.091298580","-21.749498370","-4.490054131"
"7444","fall into place","39","5.311156750","-20.163785930","-4.665299892"
"7446","fall into the wrong hands","9","9.685715675","-24.625461580","-6.332879066"
"7448","fall off a truck","79","5.616958141","-51.979457860","0.211099714"
"7450","fall off the back of a lorry","81","5.912290096","-53.167709350","1.131696224"
"7452","fall off the back of a truck","81","5.014476299","-52.429653170","1.034115434"
"7454","fall off the turnip truck","10","6.174987793","-50.556102750","0.872130692"
"7456","fall off the wagon","77","-14.970596310","-38.257884980","31.309991840"
"7458","fall on one's face","10","6.658536911","-22.772581100","0.561104596"
"7460","fall on one's sword","82","5.320498943","-21.668071750","0.118326627"
"7462","fall on someone's neck","71","8.085573196","-22.567394260","-1.453119159"
"7464","fall out","11","7.202318668","-17.607431410","3.663834810"
"7466","fall over","32","3.104193926","-23.153533940","25.790805820"
"7468","fall short","32","-4.642023563","3.337306499","10.565680500"
"7470","fall through","11","-7.250168800","2.476591587","12.382740020"
"7472","fall through the cracks","83","-8.150573730","3.068910837","13.429626460"
"7474","fall victim","32","6.211912155","-18.755956650","-0.733341157"
"7476","false alarm","44","34.175003050","8.240606308","-0.235725731"
"7478","false light","61","31.842025760","7.305264950","0.705595911"
"7480","false note","74","34.293594360","10.368449210","1.722009659"
"7482","family jewels","73","47.354610440","9.062293053","-12.323819160"
"7484","fancy one's chances","33","3.332703829","33.813907620","-9.197578430"
"7486","fan dance","61","39.667949680","-7.816099644","0.128716633"
"7488","fan the flames","28","-8.323358536","-10.944552420","31.261631010"
"7490","far and away","21","1.254698396","45.194072720","-8.758600235"
"7492","far be it","88","1.107931137","46.215152740","-5.592124462"
"7494","far cry","88","0.676244140","45.863712310","-6.757382870"
"7496","fare thee well","3","-9.284767151","15.629421230","-42.262649540"
"7498","farmer's tan","70","19.033472060","-20.252384190","10.758129120"
"7500","farm out","56","3.252798319","-29.585603710","-25.151016240"
"7502","far post","88","-26.708013530","10.340351100","-37.626747130"
"7504","fart in a windstorm","78","10.086647990","-8.178863525","-15.177210810"
"7506","fashionably late","22","-37.215328220","12.144005780","-5.344963074"
"7508","fashion plate","23","13.349071500","-32.931461330","39.852954860"
"7510","fash one's thumb","67","23.332225800","-39.343940730","16.672351840"
"7512","fast and furious","85","-31.188493730","-1.645526648","-24.689460750"
"7514","fast asleep","58","-50.885353090","6.728166103","9.983890533"
"7516","fat chance","44","5.955008507","35.759387970","-2.569416523"
"7518","fat finger","43","25.586496350","-39.250568390","10.395733830"
"7520","fat lip","35","36.922340390","-33.302425380","-9.348093033"
"7522","fat of the land","73","43.121616360","8.859890938","-5.313278675"
"7524","Faustian bargain","74","37.311248780","-14.716068270","-24.911863330"
"7526","faux queen","74","18.091737750","17.258176800","35.251056670"
"7528","feast or famine","79","35.500457760","-25.741563800","13.182109830"
"7530","feathered friend","6","32.950210570","4.991099358","28.763832090"
"7532","feathered oof-bird","79","30.911672590","1.082063198","28.162094120"
"7534","feather in one's cap","0","22.110231400","10.776123050","7.793424606"
"7536","featherless biped","14","31.392866130","4.563962936","29.756822590"
"7538","feather one's nest","5","23.001533510","10.490936280","7.927093506"
"7540","fed up","52","3.145435572","0.976759315","33.143344880"
"7542","feeding frenzy","75","35.158233640","-26.530637740","14.042567250"
"7544","feed off","41","-19.768159870","26.821121220","11.878430370"
"7546","feed the dragon","63","5.222095490","1.896334767","8.425004959"
"7548","feed the fire","28","-10.002241130","-9.637838364","32.545425420"
"7550","feed two birds with one scone","69","12.733844760","5.514007092","-42.895320890"
"7552","feel for","6","7.225732327","7.117574692","3.611644268"
"7554","feel free","27","1.372114301","-26.229633330","-15.188339230"
"7556","feel oneself","70","-12.294674870","3.092553616","-12.540528300"
"7558","feel one's way","29","-14.905109410","-1.577042937","-28.011751170"
"7560","feel the pinch","79","2.086324453","-1.629044890","8.321845055"
"7562","feel up","36","46.126171110","-8.281402588","2.446751595"
"7564","fee simple absolute in possession","19","19.538145070","-10.477762220","-48.726684570"
"7566","feet first","39","-16.513826370","-34.197425840","-20.807598110"
"7568","feet of clay","60","-7.268416405","-39.044826510","-21.789075850"
"7570","fence in","5","-15.026196480","-3.605499029","17.715665820"
"7572","fencepost problem","14","-15.025963780","-5.335406303","17.149078370"
"7574","fence-sit","68","-44.449932100","-11.510993000","14.451702120"
"7576","fence the tables","5","-15.469625470","-2.606545925","16.956178670"
"7578","fend and prove","37","-19.712501530","-20.422977450","1.629626632"
"7580","fend away","18","-18.785511020","-20.113164900","1.903640509"
"7582","fetch a compass","13","-29.876943590","-12.262903210","-13.815517430"
"7584","fetch and carry","71","-27.559566500","-22.496892930","6.398927689"
"7586","fetch way","57","-29.351406100","-11.057979580","-14.368538860"
"7588","fever pitch","52","-10.606105800","7.835343361","34.616767880"
"7590","few and far between","7","-4.415110588","48.493873600","-9.554370880"
"7592","few cards shy of a full deck","60","13.418587680","4.839151382","31.790704730"
"7594","few sandwiches short of a picnic","60","13.599590300","6.836558819","30.703479770"
"7596","fiddle while Rome burns","15","-25.353603360","10.385790820","-14.325515750"
"7598","field day","86","-46.613441470","19.167589190","-2.374618053"
"7600","fifth-rate","60","-4.658216476","19.422872540","28.727344510"
"7602","fifth wheel","14","-7.247712135","25.092391970","35.018791200"
"7604","fifty-cent tour","26","42.025367740","14.562957760","-19.973947530"
"7606","fight a losing battle","1","-1.122595668","-7.247319698","-4.576099396"
"7608","fight fires","1","-8.728695869","-5.140420437","31.599264140"
"7610","fight fire with fire","69","-8.285915375","-6.202960491","31.398700710"
"7612","fight for one's life","37","-17.303312300","31.832883830","18.313062670"
"7614","fighting chance","84","4.414005756","35.010883330","-6.964894772"
"7616","fighting spirit","37","-29.427989960","-13.650089260","31.650381090"
"7618","fight one's corner","37","-25.039281850","-14.699785230","13.801473620"
"7620","fight shy of","37","-15.992293360","-23.204824450","-2.161513329"
"7622","figure of speech","72","14.468333240","14.176704410","21.910734180"
"7624","file away","5","-29.158065800","5.277705669","7.585650444"
"7626","file off the serial numbers","83","-8.052609444","-31.951881410","-7.691591263"
"7628","fill in","16","-0.335071743","-0.012825130","-48.354515080"
"7630","fill in the blank","2","-0.408344477","-0.225204319","-49.184143070"
"7632","fill one's boots","46","6.787173748","-32.774555210","-20.965791700"
"7634","fill one's face","41","27.442001340","-22.943010330","3.509401798"
"7636","fill one's hand","71","10.702884670","-31.253503800","-7.814355850"
"7638","fill someone's shoes","16","6.896978855","-34.632347110","-21.977994920"
"7640","fill the bill","16","-0.284951568","2.101283312","-47.605533600"
"7642","fill up","59","1.450114250","1.101617217","-51.006462100"
"7644","filter down","54","-10.258235930","-35.564243320","-38.667304990"
"7646","filter up","59","-9.623371124","-35.203361510","-39.127273560"
"7648","filthy lucre","73","40.650676730","-1.112512350","-21.973068240"
"7650","filthy rich","73","40.564662930","-0.946780741","-20.527553560"
"7652","final cut","38","-15.295658110","28.859077450","-26.496389390"
"7654","final nail in the coffin","38","-22.158475880","27.556045530","-32.605102540"
"7656","final say","38","-15.957656860","27.058391570","-26.946533200"
"7658","find another gear","25","-26.201082230","-7.587584972","-19.010278700"
"7660","finders, keepers","73","-9.903991699","52.943420410","-14.415209770"
"7662","finders, keepers; losers, weepers","7","-9.338282585","52.594013210","-14.180296900"
"7664","find fault","4","16.250804900","-18.163223270","-2.041232347"
"7666","find it in one's heart","6","7.372498989","6.811553955","0.964177251"
"7668","find oneself","29","-14.527589800","2.069487572","-11.964216230"
"7670","find one's feet","29","-15.425658230","-26.469884870","-25.336732860"
"7672","find one's place","29","-15.214091300","1.913871050","-10.757226940"
"7674","find one's tongue","50","18.783269880","-11.898544310","-15.115491870"
"7676","find one's voice","29","18.599933620","-11.925187110","-16.278728490"
"7678","find out","89","2.092136383","-2.995067358","-21.096591950"
"7680","find the net","46","-24.627752300","11.006271360","-38.897167210"
"7682","fine feathers make fine birds","23","23.952133180","12.544529910","10.014720920"
"7684","fine line","69","-5.095966339","-10.020038600","-6.936418056"
"7686","fine print","7","6.941970348","13.801872250","-50.460376740"
"7688","finer things","73","25.031911850","13.673361780","10.996793750"
"7690","finest hour","38","-27.677619930","42.758834840","-1.319728374"
"7692","finger in the pie","16","18.953578950","-33.825836180","-6.180863857"
"7694","finger to the wind","33","11.354909900","-7.457525253","-17.979473110"
"7696","fire-breathing","85","-6.656514645","-8.867719650","37.934921260"
"7698","fire drill","75","-6.595924377","-2.731613874","30.799488070"
"7700","fire hose","75","-1.707023382","-49.111038210","20.811241150"
"7702","fire in anger","52","-6.072065353","-8.949075699","35.170551300"
"7704","fire in the belly","85","-9.160022736","-8.216265678","37.410503390"
"7706","fire on all cylinders","85","-7.350173473","-4.235350132","37.270977020"
"7708","fire sale","65","31.648269650","-19.484579090","-22.476982120"
"7710","fire the starting gun","39","-18.859907150","-13.157371520","-28.144605640"
"7712","firing line","4","-8.031187057","-13.667294500","-4.978328705"
"7713","firm up","59","-4.388599873","-2.259210110","-49.775470730"
"7715","first come, first served","51","-23.339899060","16.703535080","-5.323768616"
"7717","first among equals","51","-21.160923000","16.371149060","-3.527324200"
"7719","first and last","38","-19.652154920","23.379058840","-26.781362530"
"7721","first annual","64","-29.655183790","33.704799650","-8.735197067"
"7723","first loser","60","-23.338069920","9.550196648","-5.980455399"
"7725","first love","6","-19.759492870","42.654533390","7.171916008"
"7727","first-mover disadvantage","51","-24.311151500","11.223271370","-4.223240376"
"7729","first of all","51","-21.859094620","14.908609390","-7.110752583"
"7731","first off","51","-20.719383240","14.229036330","-7.455972672"
"7733","first of never","44","7.943594933","40.649791720","0.930440485"
"7735","first port of call","39","-21.724573140","16.290756230","-8.538180351"
"7737","first-rate","21","-0.180168599","19.948291780","27.496124270"
"7739","first up","51","-21.096576690","14.173413280","-5.582612991"
"7741","fish-eating grin","86","31.886224750","13.292243960","10.255929950"
"7743","fishing expedition","13","1.436323881","9.051846504","12.523489950"
"7745","fish in troubled waters","1","-2.390092373","-16.132337570","9.347877502"
"7747","fish or cut bait","11","-10.772652630","-50.744529720","-11.469253540"
"7749","fish out","81","-12.912806510","-32.223968510","-0.680184364"
"7751","fish out of water","10","-7.779519081","14.641261100","18.777833940"
"7753","fish scale","26","52.291698460","16.917306900","5.013194561"
"7755","fishscale","26","52.171081540","16.467035290","5.637784004"
"7757","fish to fry","13","-5.894921780","26.806505200","6.879677773"
"7759","fist magnet","74","10.525743480","-20.450546260","42.798713680"
"7761","fit for a king","21","19.262941360","6.586194992","-1.175568700"
"7763","fit out","56","-7.714978695","-6.026393414","-37.477630620"
"7765","fits and starts","45","-25.758111950","31.818321230","-19.880926130"
"7767","fit the bill","12","-0.623242319","2.630849838","-46.709156040"
"7769","fit to be tied","52","13.367093090","-9.541393280","31.039890290"
"7771","fit to wake the dead","63","-49.231510160","10.172918320","13.834385870"
"7773","five-finger discount","79","27.776559830","-42.214984890","8.796002388"
"7775","five will get you ten","0","26.853818890","21.909914020","-29.552774430"
"7777","fix someone's wagon","28","19.202117920","-10.685863490","4.452988148"
"7779","flag down","54","-5.104545593","-28.301277160","7.919759274"
"7781","flame up","52","-0.802994967","-10.133614540","28.803251270"
"7783","flannelled fool","61","33.073528290","-4.859693050","2.621863842"
"7785","flap one's gums","35","28.404314040","-14.993687630","-15.193167690"
"7787","flash back","43","-36.880458830","20.047410960","-3.212203503"
"7789","flat chat","24","-34.785537720","-5.270640850","-29.907979970"
"7791","flat on one's back","10","-12.547785760","-34.251838680","23.173934940"
"7793","flat out","85","-34.152519230","-6.285130978","-29.252220150"
"7795","flat strap","24","-34.652221680","-7.260290623","-29.465122220"
"7797","flatten out","54","-45.349296570","-18.090593340","-18.668756480"
"7799","flavor of the week","64","-24.836898800","25.947179790","-6.928336143"
"7801","flea in one's ear","80","22.137077330","-28.471851350","26.818035130"
"7803","flesh one's maiden sword","37","-6.533010483","-47.785617830","6.176171780"
"7805","flesh out","59","-2.793980598","-1.458073139","-49.156688690"
"7807","flick the bean","36","48.198059080","-3.919207335","12.534353260"
"7809","flight of fancy","13","15.815597530","36.956760410","8.247483253"
"7811","flip out","52","1.373504639","-10.922365190","29.875648500"
"7813","flip the bird","4","28.328659060","-7.432905197","20.358631130"
"7815","flog a dead horse","15","-20.913471220","10.448785780","24.257532120"
"7817","flog a dead pony","15","-30.053230290","-14.198137280","4.344391823"
"7819","flog the dolphin","36","47.439422610","-7.365813255","13.555542950"
"7821","flog the log","15","-21.124034880","9.136378288","23.096469880"
"7823","flood the zone","78","-8.009920120","-26.755771640","-27.344173430"
"7825","floor it","24","-30.558538440","-13.530735970","-21.625358580"
"7827","floor one could eat off","41","-15.063798900","6.633235931","-54.580905910"
